[Topology] mesh=2x2 (4 nodes), 4 cores, 0 DRAM controllers (direct, bypass NoC)
[AddressAllocator] Allocated 14896 transfer blocks, total 22352511.69 MB (alignment=64B)
[Simulator] Loaded IR: 2x2 cores, top_batch_cut=4
[Simulator] Cycle 4000000, cores done: 0/4, workloads completed: 56/6912 (0.8%)
[Simulator] Cycle 4100000, cores done: 0/4, workloads completed: 56/6912 (0.8%)
[Simulator] Cycle 4200000, cores done: 0/4, workloads completed: 57/6912 (0.8%)
[Simulator] Cycle 4300000, cores done: 0/4, workloads completed: 60/6912 (0.9%)
[Simulator] Cycle 4400000, cores done: 0/4, workloads completed: 60/6912 (0.9%)
[Simulator] Cycle 4500000, cores done: 0/4, workloads completed: 60/6912 (0.9%)
[Simulator] Cycle 4600000, cores done: 0/4, workloads completed: 64/6912 (0.9%)
[Simulator] Cycle 4700000, cores done: 0/4, workloads completed: 64/6912 (0.9%)
[Simulator] Cycle 4800000, cores done: 0/4, workloads completed: 64/6912 (0.9%)
[Simulator] Cycle 4900000, cores done: 0/4, workloads completed: 66/6912 (1.0%)
[Simulator] Cycle 5000000, cores done: 0/4, workloads completed: 68/6912 (1.0%)
[Simulator] Cycle 5100000, cores done: 0/4, workloads completed: 68/6912 (1.0%)
[Simulator] Cycle 5200000, cores done: 0/4, workloads completed: 69/6912 (1.0%)
[Simulator] Cycle 5300000, cores done: 0/4, workloads completed: 72/6912 (1.0%)
[Simulator] Cycle 5400000, cores done: 0/4, workloads completed: 72/6912 (1.0%)
[Simulator] Cycle 5500000, cores done: 0/4, workloads completed: 76/6912 (1.1%)
[Simulator] Cycle 5600000, cores done: 0/4, workloads completed: 76/6912 (1.1%)
[Simulator] Cycle 5700000, cores done: 0/4, workloads completed: 79/6912 (1.1%)
[Simulator] Cycle 5800000, cores done: 0/4, workloads completed: 80/6912 (1.2%)
[Simulator] Cycle 5900000, cores done: 0/4, workloads completed: 82/6912 (1.2%)
[Simulator] Cycle 6000000, cores done: 0/4, workloads completed: 84/6912 (1.2%)
[Simulator] Cycle 6100000, cores done: 0/4, workloads completed: 85/6912 (1.2%)
[Simulator] Cycle 6200000, cores done: 0/4, workloads completed: 88/6912 (1.3%)
[Simulator] Cycle 6300000, cores done: 0/4, workloads completed: 89/6912 (1.3%)
[Simulator] Cycle 6400000, cores done: 0/4, workloads completed: 92/6912 (1.3%)
[Simulator] Cycle 6500000, cores done: 0/4, workloads completed: 92/6912 (1.3%)
[Simulator] Cycle 6600000, cores done: 0/4, workloads completed: 95/6912 (1.4%)
[Simulator] Cycle 6700000, cores done: 0/4, workloads completed: 98/6912 (1.4%)
[Simulator] Cycle 6800000, cores done: 0/4, workloads completed: 98/6912 (1.4%)
[Simulator] Cycle 6900000, cores done: 0/4, workloads completed: 101/6912 (1.5%)
[Simulator] Cycle 7000000, cores done: 0/4, workloads completed: 101/6912 (1.5%)
[Simulator] Cycle 7100000, cores done: 0/4, workloads completed: 104/6912 (1.5%)
[Simulator] Cycle 7200000, cores done: 0/4, workloads completed: 107/6912 (1.5%)
[Simulator] Cycle 7300000, cores done: 0/4, workloads completed: 107/6912 (1.5%)
[Simulator] Cycle 7400000, cores done: 0/4, workloads completed: 110/6912 (1.6%)
[Simulator] Cycle 7500000, cores done: 0/4, workloads completed: 111/6912 (1.6%)
[Simulator] Cycle 7600000, cores done: 0/4, workloads completed: 113/6912 (1.6%)
[Simulator] Cycle 7700000, cores done: 0/4, workloads completed: 116/6912 (1.7%)
[Simulator] Cycle 7800000, cores done: 0/4, workloads completed: 116/6912 (1.7%)
[Simulator] Cycle 7900000, cores done: 0/4, workloads completed: 119/6912 (1.7%)
[Simulator] Cycle 8000000, cores done: 0/4, workloads completed: 122/6912 (1.8%)
[Simulator] Cycle 8100000, cores done: 0/4, workloads completed: 125/6912 (1.8%)
[Simulator] Cycle 8200000, cores done: 0/4, workloads completed: 128/6912 (1.9%)
[Simulator] Cycle 8300000, cores done: 0/4, workloads completed: 131/6912 (1.9%)
[Simulator] Cycle 8400000, cores done: 0/4, workloads completed: 134/6912 (1.9%)
[Simulator] Cycle 8500000, cores done: 0/4, workloads completed: 137/6912 (2.0%)
[Simulator] Cycle 8600000, cores done: 0/4, workloads completed: 141/6912 (2.0%)
[Simulator] Cycle 8700000, cores done: 0/4, workloads completed: 143/6912 (2.1%)
[Simulator] Cycle 8800000, cores done: 0/4, workloads completed: 144/6912 (2.1%)
[Simulator] Cycle 8900000, cores done: 0/4, workloads completed: 144/6912 (2.1%)
[Simulator] Cycle 9000000, cores done: 0/4, workloads completed: 144/6912 (2.1%)
[Simulator] Cycle 9100000, cores done: 0/4, workloads completed: 145/6912 (2.1%)
[Simulator] Cycle 9200000, cores done: 0/4, workloads completed: 148/6912 (2.1%)
[Simulator] Cycle 9300000, cores done: 0/4, workloads completed: 148/6912 (2.1%)
[Simulator] Cycle 9400000, cores done: 0/4, workloads completed: 148/6912 (2.1%)
[Simulator] Cycle 9500000, cores done: 0/4, workloads completed: 148/6912 (2.1%)
[Simulator] Cycle 9600000, cores done: 0
