core_id,workload_idx,layer_name,op_type,start_cycle,loading_done_cycle,compute_done_cycle,end_cycle,loading_cycles,compute_cycles,writeback_cycles,data_sources
0,0,layer1,,0,207,707,1358,207,500,651,"waiting_for=[t0(DRAM,4096B),t1(DRAM,1024B)]"
0,1,layer2,,1359,2212,2512,2683,853,300,171,"waiting_for=[t3(DRAM,8192B),t4(DRAM,16384B)]"
