core_id,workload_idx,layer_name,op_type,start_cycle,loading_done_cycle,compute_done_cycle,end_cycle,loading_cycles,compute_cycles,writeback_cycles,data_sources
0,0,layer1,,0,180,680,1036,180,500,356,"waiting_for=[t0(DRAM,4096B),t1(DRAM,1024B)]"
0,1,layer2,,1037,1521,1821,1985,484,300,164,"waiting_for=[t3(DRAM,8192B),t4(DRAM,16384B)]"
